,3afterDHI,3afterDNI,3afterWS,3afterRH,3afterT,3afterTARGET,2afterDHI,2afterDNI,2afterWS,2afterRH,2afterT,2afterTARGET,1afterDHI,1afterDNI,1afterWS,1afterRH,1afterT,1afterTARGET,0afterDHI,0afterDNI,0afterWS,0afterRH,0afterT,0afterTARGET
310,165.0,11.0,3.3,52.67,12.9,16.42105023,119.0,4.0,2.1,28.36,20.0,11.54075175,432.0,362.0,1.1,16.43,25.4,71.77358564,476,385,2.3,21.77,24.5,77.96658792
311,199.0,15.0,3.5,51.65,13.2,19.98669809,142.0,7.0,2.2,28.01,20.2,13.98022952,336.0,130.0,1.4,16.24,25.6,42.97023523,498,374,2.8,22.03,24.3,79.65557001
312,196.0,15.0,3.6,49.21,13.6,19.70510867,292.0,24.0,2.2,28.41,20.4,29.5554538,294.0,65.0,1.6,16.38,25.9,33.30651354,502,369,3.3,22.9,24.1,79.74956816
313,191.0,14.0,3.6,49.85,13.4,19.14214764,361.0,32.0,2.2,28.94,20.1,36.68641442,146.0,6.0,1.6,16.67,25.6,14.26086409,491,391,3.7,23.57,23.6,80.40677125
314,163.0,11.0,3.6,50.16,13.3,16.23330972,353.0,100.0,2.3,30.9,19.8,41.75321804,211.0,13.0,1.6,17.66,25.4,20.92223477,469,392,4.0,24.92,23.1,77.78013972
315,126.0,5.0,3.6,50.82,13.1,12.19846764,377.0,126.0,2.4,32.47,19.0,45.78820131,233.0,16.0,1.5,18.3,24.8,23.17410795,436,398,4.0,25.53,22.7,74.02750311
316,136.0,7.0,3.6,51.89,12.8,13.32452398,343.0,72.0,2.5,36.33,18.3,37.90691735,207.0,165.0,1.4,20.07,24.3,32.46269402,385,450,4.0,26.03,22.4,71.77595265
317,218.0,15.0,3.6,53.26,12.4,21.58207034,188.0,12.0,2.4,38.2,17.5,18.4844762,162.0,814.0,1.5,20.92,23.6,75.43412379,316,538,3.9,26.35,22.2,69.5243109
318,301.0,57.0,3.7,54.11,12.1,32.09170607,193.0,14.0,2.3,41.73,16.8,19.04760173,144.0,803.0,1.6,23.23,23.0,68.21016132,276,529,3.8,26.37,22.0,62.01844877
319,254.0,59.0,3.8,56.36,11.5,27.40011687,106.0,1.0,2.1,43.07,16.3,10.03992407,188.0,633.0,1.7,23.94,22.5,56.48245228,196,621,3.7,26.53,21.9,56.67047539
320,106.0,4.0,3.9,58.55,10.8,10.13436777,80.0,0.0,1.9,45.19,15.8,7.506526542,221.0,332.0,1.8,26.14,22.0,38.65597715,119,751,3.6,26.7,21.8,51.88544262
321,187.0,102.0,3.9,58.55,10.8,22.23930706,66.0,0.0,1.9,45.19,15.8,6.192884397,109.0,696.0,1.8,26.14,22.0,42.22133426,110,685,3.6,26.7,21.8,41.93995091
322,153.0,83.0,4.0,63.32,9.3,17.45392114,54.0,0.0,1.3,46.96,15.1,5.066944402,142.0,385.0,1.7,30.12,21.0,27.77256071,108,553,2.9,29.55,20.9,31.0565125
323,98.0,74.0,3.9,66.83,8.5,11.2606933,78.0,0.0,1.1,49.12,14.4,7.318976005,120.0,217.0,1.2,32.43,19.8,17.54573432,84,472,2.0,31.82,19.7,21.67416622
324,46.0,29.0,3.8,68.96,7.6,4.879682031000001,51.0,0.0,0.9,54.23,13.7,4.785521131,79.0,124.0,0.8,45.44,18.6,9.945841556,53,511,1.1,43.72,18.5,15.38792272
325,22.0,10.0,3.4,73.33,6.7,2.1583422480000003,26.0,0.0,0.9,59.41,12.3,2.439714981,43.0,59.0,0.9,49.93,17.1,4.691512049,37,370,0.9,47.14,17.3,7.787892881
326,4.0,0.0,3.0,75.0,5.8,0.375367582,6.0,0.0,1.0,66.6,10.9,0.5630198129999999,10.0,5.0,1.1,50.79,15.5,0.938318912,14,92,0.8,47.65,16.0,1.5951333840000002
327,0.0,0.0,2.6,77.2,5.4,0.0,0.0,0.0,1.2,69.3,10.3,0.0,0.0,0.0,1.2,51.11,15.4,0.0,0,0,0.8,49.51,15.4,0.0
328,0.0,0.0,2.3,77.34,4.9,0.0,0.0,0.0,1.5,68.52,9.8,0.0,0.0,0.0,1.3,50.29,15.3,0.0,0,0,0.7,50.35,14.8,0.0
329,0.0,0.0,1.8,78.43,4.7,0.0,0.0,0.0,1.7,69.45,9.6,0.0,0.0,0.0,1.3,50.94,15.1,0.0,0,0,0.9,52.67,14.1,0.0
330,0.0,0.0,1.4,77.77,4.5,0.0,0.0,0.0,1.9,68.61,9.5,0.0,0.0,0.0,1.3,50.73,14.9,0.0,0,0,1.1,55.92,13.5,0.0
331,0.0,0.0,1.1,78.32,4.4,0.0,0.0,0.0,2.2,69.53,9.3,0.0,0.0,0.0,1.3,51.39,14.7,0.0,0,0,1.4,58.91,12.7,0.0
332,0.0,0.0,0.8,77.75,4.3,0.0,0.0,0.0,2.4,68.54,9.2,0.0,0.0,0.0,1.2,51.62,14.5,0.0,0,0,1.7,62.06,12.0,0.0
333,0.0,0.0,0.8,77.2,4.4,0.0,0.0,0.0,2.7,69.94,8.9,0.0,0.0,0.0,1.1,52.56,14.2,0.0,0,0,1.7,64.99,11.3,0.0
334,0.0,0.0,0.8,77.09,4.4,0.0,0.0,0.0,2.9,69.32,8.6,0.0,0.0,0.0,1.1,52.69,13.9,0.0,0,0,1.7,66.24,10.6,0.0
335,0.0,0.0,0.7,78.17,4.2,0.0,0.0,0.0,3.2,70.74,8.3,0.0,0.0,0.0,1.1,54.43,13.4,0.0,0,0,1.5,68.48,10.1,0.0
288,0.0,0.0,2.5,67.54,-10.0,0.0,0.0,0.0,1.4,65.79,-11.0,0.0,0.0,0.0,0.7,66.11,-9.4,0.0,0,0,1.4,68.1,-2.3,0.0
289,0.0,0.0,2.5,69.16,-10.3,0.0,0.0,0.0,1.4,66.85,-11.2,0.0,0.0,0.0,0.6,67.69,-9.7,0.0,0,0,1.2,68.6,-2.4,0.0
290,0.0,0.0,2.6,67.11,-10.6,0.0,0.0,0.0,1.4,66.08,-11.5,0.0,0.0,0.0,0.5,67.52,-10.0,0.0,0,0,1.0,69.31,-2.5,0.0
291,0.0,0.0,2.5,68.18,-10.8,0.0,0.0,0.0,1.4,67.14,-11.7,0.0,0.0,0.0,0.4,69.23,-10.3,0.0,0,0,1.0,69.74,-2.6,0.0
292,0.0,0.0,2.5,66.62,-11.1,0.0,0.0,0.0,1.4,65.82,-11.9,0.0,0.0,0.0,0.4,69.11,-10.6,0.0,0,0,0.9,70.42,-2.7,0.0
293,0.0,0.0,2.3,67.15,-11.2,0.0,0.0,0.0,1.3,66.35,-12.0,0.0,0.0,0.0,0.3,70.21,-10.8,0.0,0,0,1.1,70.94,-2.8,0.0
294,0.0,0.0,2.1,66.31,-11.3,0.0,0.0,0.0,1.3,65.8,-12.0,0.0,0.0,0.0,0.3,69.61,-11.0,0.0,0,0,1.2,71.21,-2.9,0.0
295,0.0,0.0,1.9,65.79,-11.2,0.0,0.0,0.0,1.2,65.27,-11.9,0.0,0.0,0.0,0.5,70.73,-11.2,0.0,0,0,1.3,71.74,-3.0,0.0
296,0.0,0.0,1.6,65.58,-11.0,0.0,0.0,0.0,1.1,65.55,-11.7,0.0,0.0,0.0,0.6,70.31,-11.4,0.0,0,0,1.5,72.03,-3.0,0.0
297,0.0,0.0,1.4,65.58,-11.0,0.0,0.0,0.0,1.1,64.51,-11.5,0.0,0.0,0.0,0.7,70.88,-11.5,0.0,0,0,1.6,72.03,-3.0,0.0
298,0.0,0.0,1.2,65.84,-10.9,0.0,0.0,0.0,1.1,64.12,-11.2,0.0,0.0,0.0,0.8,69.79,-11.6,0.0,0,0,1.6,72.27,-2.9,0.0
299,0.0,0.0,1.2,65.84,-10.9,0.0,0.0,0.0,1.1,63.61,-11.1,0.0,0.0,0.0,1.0,69.79,-11.6,0.0,0,0,1.7,71.12,-2.7,0.0
300,0.0,0.0,1.3,65.53,-11.0,0.0,0.0,0.0,1.1,63.57,-10.9,0.0,0.0,0.0,1.2,68.21,-11.6,0.0,0,0,1.7,71.59,-2.5,0.0
301,3.0,16.0,1.4,62.48,-10.4,0.281575811,6.0,48.0,1.1,60.13,-10.2,0.563150385,8.0,97.0,1.5,61.09,-10.2,0.75086718,8,67,2.0,63.65,-0.9,0.7507904459999999
302,14.0,9.0,1.5,62.99,-9.8,1.407869775,30.0,222.0,1.0,61.13,-9.5,4.692883778000001,29.0,450.0,1.8,59.16,-8.8,6.663843706000001,31,343,2.2,64.09,0.8,6.1000584060000005
303,26.0,0.0,1.7,57.85,-8.7,2.440278112,44.0,543.0,1.0,55.66,-8.3,13.51532706,46.0,671.0,1.6,50.29,-6.7,16.23687827,49,515,1.9,57.98,2.2,13.98299566
304,30.0,1.0,1.9,60.07,-7.5,2.815668384,63.0,615.0,1.0,58.54,-7.1,21.77440646,53.0,787.0,1.5,49.78,-4.6,25.71561838,59,662,1.7,59.82,3.6,23.27335281
305,67.0,3.0,2.2,56.41,-6.7,6.382125564,81.0,744.0,1.2,53.4,-5.9,32.84888691,75.0,750.0,1.4,43.84,-2.9,32.84780397,64,763,1.5,53.49,5.2,32.65719499
306,107.0,7.0,2.5,58.9,-5.9,10.32393589,78.0,843.0,1.4,55.28,-4.8,42.13991982,88.0,845.0,1.4,42.94,-1.3,43.54603729,81,785,1.4,53.15,6.8,40.82077591
307,138.0,8.0,2.6,55.85,-5.2,13.32716017,84.0,910.0,1.6,51.59,-3.9,51.43084112,76.0,992.0,1.4,39.06,0.0,55.08870409,102,788,1.5,49.31,7.9,48.04594157
308,141.0,6.0,2.8,58.23,-4.6,13.51477754,87.0,980.0,1.8,52.1,-3.0,60.62772767,80.0,1006.0,1.4,39.24,1.2,61.84493566,131,766,1.6,48.62,9.0,54.05103079
309,184.0,13.0,3.0,56.5,-4.2,18.01962418,92.0,1018.0,2.1,49.46,-2.3,67.75988026,85.0,1023.0,1.7,37.33,1.9,67.94444455,124,837,1.6,46.39,9.7,61.08845543
310,227.0,19.0,3.2,57.96,-3.8,22.43057942,94.0,1034.0,2.3,49.47,-1.6,72.54568491,111.0,966.0,1.9,39.62,2.6,70.38389694,124,880,1.7,45.46,10.3,66.71828783
311,260.0,26.0,3.4,57.46,-3.7,26.09077082,97.0,1041.0,2.5,48.04,-1.2,75.64238681,111.0,976.0,1.8,38.19,3.1,73.29269527,242,537,1.5,44.8,10.5,57.52211046
312,205.0,15.0,3.5,58.66,-3.6,20.17809195,98.0,1044.0,2.7,47.94,-0.8,77.14363354,96.0,1027.0,1.7,39.72,3.6,76.29530578,352,145,1.4,44.39,10.7,42.60192617
313,219.0,17.0,3.6,59.55,-3.8,21.67976504,98.0,1042.0,2.8,47.25,-0.6,76.95576699,88.0,1047.0,1.6,38.84,3.9,76.7642735,346,134,1.3,44.1,10.8,41.28816501
314,244.0,31.0,3.7,60.67,-4.0,24.8707808,98.0,1037.0,3.0,47.51,-0.4,75.26632862,86.0,1043.0,1.5,39.68,4.2,74.98099303,284,384,1.2,44.19,10.9,51.42247626
315,272.0,54.0,3.6,61.59,-4.2,28.81262825,97.0,1026.0,3.0,47.86,-0.5,71.88786918,86.0,1027.0,1.5,39.4,4.3,71.32101637,222,607,1.4,44.43,10.8,58.46028818
316,210.0,27.0,3.6,61.95,-4.4,21.21064591,95.0,1010.0,3.1,48.63,-0.6,67.00782638,99.0,946.0,1.5,40.37,4.4,64.09500084,208,597,1.5,45.56,10.7,54.33153139
317,164.0,8.0,3.5,63.37,-4.7,15.76725779,92.0,985.0,3.0,50.13,-1.0,60.53254622,85.0,941.0,1.5,41.17,4.1,57.995375,247,292,1.4,47.41,10.1,38.75487123
318,175.0,21.0,3.4,62.69,-5.0,17.36281136,84.0,944.0,2.9,50.86,-1.3,52.18016537,78.0,905.0,1.5,42.73,3.9,50.11261864,192,24,1.3,49.25,9.6,19.14294717
319,164.0,35.0,3.3,66.61,-5.8,16.79984085,84.0,877.0,2.6,53.55,-2.0,43.17097252,75.0,861.0,1.5,44.94,3.2,42.04237054,155,99,1.2,55.23,7.9,18.58026647
320,141.0,95.0,3.2,65.47,-6.5,16.33069717,89.0,650.0,2.4,55.54,-2.6,29.65677667,70.0,794.0,1.5,48.88,2.4,32.84589077,125,354,1.0,63.48,6.2,23.55421223
321,105.0,156.0,3.2,65.47,-6.5,13.60891431,57.0,640.0,2.4,55.54,-2.6,21.11637579,49.0,720.0,1.5,48.88,2.4,22.52289653,102,167,1.0,63.48,6.2,13.794698
322,55.0,69.0,2.5,68.32,-8.9,6.194565745,44.0,489.0,1.9,59.22,-5.2,11.91936156,40.0,554.0,1.3,59.56,-0.5,12.76338147,67,154,1.1,70.96,2.6,8.821448417000001
323,22.0,53.0,2.2,73.42,-9.8,2.440307609,27.0,245.0,1.5,64.39,-6.3,4.223446882,27.0,279.0,1.2,62.68,-1.2,4.598606642,29,93,1.1,76.84,1.5,3.4723142260000004
324,1.0,1.0,1.9,68.56,-10.7,0.093858913,2.0,9.0,1.1,62.47,-7.3,0.187710813,3.0,22.0,1.2,62.02,-1.9,0.1876996739999999,3,6,1.1,76.7,0.4,0.281542395
325,0.0,0.0,1.6,69.66,-10.9,0.0,0.0,0.0,0.8,64.93,-7.8,0.0,0.0,0.0,1.4,62.48,-2.0,0.0,0,0,1.2,78.38,0.1,0.0
326,0.0,0.0,1.2,67.36,-11.0,0.0,0.0,0.0,0.6,64.02,-8.3,0.0,0.0,0.0,1.5,62.66,-2.1,0.0,0,0,1.3,78.54,-0.3,0.0
327,0.0,0.0,1.0,66.82,-10.9,0.0,0.0,0.0,0.9,65.02,-8.5,0.0,0.0,0.0,1.5,62.12,-2.0,0.0,0,0,1.5,77.41,-0.1,0.0
328,0.0,0.0,0.8,66.48,-10.7,0.0,0.0,0.0,1.2,64.94,-8.7,0.0,0.0,0.0,1.5,63.59,-1.9,0.0,0,0,1.6,76.94,0.1,0.0
329,0.0,0.0,0.8,65.43,-10.5,0.0,0.0,0.0,1.3,65.45,-8.8,0.0,0.0,0.0,1.5,64.06,-2.0,0.0,0,0,1.7,75.83,0.3,0.0
330,0.0,0.0,0.8,65.33,-10.4,0.0,0.0,0.0,1.3,65.11,-8.9,0.0,0.0,0.0,1.5,65.95,-2.1,0.0,0,0,1.8,76.83,0.5,0.0
331,0.0,0.0,1.0,65.33,-10.4,0.0,0.0,0.0,1.4,65.62,-9.0,0.0,0.0,0.0,1.6,65.95,-2.1,0.0,0,0,1.9,75.73,0.7,0.0
332,0.0,0.0,1.1,65.14,-10.4,0.0,0.0,0.0,1.4,65.48,-9.1,0.0,0.0,0.0,1.6,67.54,-2.2,0.0,0,0,1.9,76.83,0.9,0.0
333,0.0,0.0,1.2,65.66,-10.5,0.0,0.0,0.0,1.2,65.48,-9.1,0.0,0.0,0.0,1.6,67.54,-2.2,0.0,0,0,1.9,76.83,0.9,0.0
334,0.0,0.0,1.3,65.0,-10.5,0.0,0.0,0.0,1.1,65.82,-9.2,0.0,0.0,0.0,1.6,68.32,-2.2,0.0,0,0,1.8,77.14,1.0,0.0
335,0.0,0.0,1.3,66.13,-10.7,0.0,0.0,0.0,0.9,66.33,-9.3,0.0,0.0,0.0,1.5,68.24,-2.2,0.0,0,0,1.6,79.39,0.6,0.0
288,0.0,0.0,2.5,60.23,-6.6,0.0,0.0,0.0,4.7,58.76,-3.1,0.0,0.0,0.0,2.9,68.17,-1.3,0.0,0,0,3.0,52.59,-12.1,0.0
289,0.0,0.0,2.4,60.31,-6.6,0.0,0.0,0.0,4.7,58.26,-3.0,0.0,0.0,0.0,2.9,70.2,-1.7,0.0,0,0,2.9,52.59,-12.1,0.0
290,0.0,0.0,2.3,60.81,-6.7,0.0,0.0,0.0,4.7,59.74,-2.8,0.0,0.0,0.0,3.0,73.09,-2.2,0.0,0,0,2.9,51.74,-12.1,0.0
291,0.0,0.0,2.2,61.27,-6.8,0.0,0.0,0.0,4.6,59.3,-2.7,0.0,0.0,0.0,2.9,74.82,-2.5,0.0,0,0,2.9,52.1,-12.2,0.0
292,0.0,0.0,2.1,60.3,-6.9,0.0,0.0,0.0,4.5,60.72,-2.6,0.0,0.0,0.0,2.9,75.31,-2.9,0.0,0,0,2.9,51.31,-12.2,0.0
293,0.0,0.0,2.1,61.24,-7.1,0.0,0.0,0.0,4.5,60.72,-2.6,0.0,0.0,0.0,2.9,77.01,-3.2,0.0,0,0,2.9,51.31,-12.2,0.0
294,0.0,0.0,2.1,59.41,-7.2,0.0,0.0,0.0,4.4,61.23,-2.6,0.0,0.0,0.0,2.8,76.44,-3.5,0.0,0,0,2.9,51.46,-12.2,0.0
295,0.0,0.0,2.1,60.26,-7.4,0.0,0.0,0.0,4.3,61.68,-2.7,0.0,0.0,0.0,2.9,78.76,-3.9,0.0,0,0,2.8,50.64,-12.0,0.0
296,0.0,0.0,2.1,58.98,-7.5,0.0,0.0,0.0,4.3,61.36,-2.7,0.0,0.0,0.0,2.9,77.19,-4.3,0.0,0,0,2.8,51.35,-11.8,0.0
297,0.0,0.0,2.1,58.98,-7.5,0.0,0.0,0.0,4.3,61.36,-2.7,0.0,0.0,0.0,3.1,80.76,-4.9,0.0,0,0,2.7,50.13,-11.5,0.0
298,0.0,0.0,2.1,58.53,-7.4,0.0,0.0,0.0,4.3,60.71,-2.6,0.0,0.0,0.0,3.4,76.15,-5.5,0.0,0,0,2.7,51.26,-11.2,0.0
299,0.0,0.0,2.1,58.08,-7.3,0.0,0.0,0.0,4.3,60.26,-2.5,0.0,0.0,0.0,3.5,78.6,-5.9,0.0,0,0,2.6,50.45,-11.0,0.0
300,0.0,0.0,2.1,58.06,-7.2,0.0,0.0,0.0,4.3,60.02,-2.4,0.0,0.0,0.0,3.6,73.75,-6.4,0.0,0,0,2.5,51.25,-10.8,0.0
301,0.0,0.0,2.1,55.02,-6.5,0.0,0.0,0.0,4.4,58.28,-2.0,0.0,0.0,0.0,3.7,74.41,-6.5,0.0,0,0,2.5,49.65,-10.4,0.0
302,0.0,0.0,2.2,56.24,-5.9,0.0,0.0,0.0,4.5,58.07,-1.6,0.0,0.0,0.0,3.9,70.79,-6.7,0.0,0,0,2.6,50.44,-10.0,0.0
303,17.0,160.0,2.5,50.97,-4.6,2.158610302,18.0,172.0,4.9,53.97,-0.6,2.346212408,16.0,29.0,4.0,69.79,-6.5,1.595527884,18,211,2.7,45.55,-8.7,2.627991813
304,37.0,400.0,2.9,54.26,-3.3,8.16506145,39.0,338.0,5.3,54.79,0.5,7.695483669,46.0,51.0,4.1,67.46,-6.4,4.97428735,36,467,2.8,46.94,-7.4,9.197839948
305,53.0,534.0,3.4,50.44,-2.3,15.29759069,63.0,410.0,5.4,50.63,1.6,13.98308787,81.0,91.0,3.9,66.52,-6.2,9.385427203,46,625,2.4,42.48,-6.1,16.8937504
306,61.0,712.0,3.9,52.06,-1.3,24.49464597,72.0,608.0,5.5,53.07,2.6,22.992073,114.0,95.0,3.7,63.62,-6.0,13.23342327,56,707,2.1,44.15,-4.7,24.49556122
307,67.0,787.0,4.8,49.11,-0.5,32.00230208,101.0,547.0,5.6,49.39,3.6,27.49634021,148.0,131.0,3.5,61.71,-5.6,18.20760872,55,810,2.2,40.05,-3.4,32.37872754
308,86.0,721.0,5.6,49.71,0.3,35.47438074,95.0,116.0,5.8,49.47,4.5,13.32573956,148.0,306.0,3.4,58.59,-5.2,25.71578794,60,859,2.4,38.1,-2.1,39.13546809
309,110.0,685.0,5.7,47.61,0.9,39.41571869,127.0,24.0,6.0,47.45,5.1,12.95028121,108.0,671.0,3.4,56.42,-4.7,39.04273358,77,842,2.6,36.14,-1.4,43.82763311
310,84.0,840.0,5.8,48.45,1.5,46.36008724,208.0,298.0,6.3,46.16,5.7,33.31390953,73.0,897.0,3.3,53.66,-4.2,48.6154444,89,905,2.8,36.76,-0.6,50.77203651
311,73.0,958.0,5.8,46.75,2.0,52.92903952,192.0,406.0,6.5,45.52,5.9,37.72440054,83.0,873.0,3.3,52.08,-3.8,50.39841484,64,1034,2.9,35.7,-0.2,56.77809068
312,70.0,999.0,5.8,46.49,2.5,55.74410764,177.0,222.0,6.7,45.55,6.2,27.58939599,77.0,958.0,3.2,49.54,-3.3,55.09070197,64,1040,3.1,37.23,0.2,58.27940383
313,69.0,1000.0,6.0,45.51,2.8,55.65007886,161.0,7.0,6.8,45.49,6.2,15.48384469,84.0,951.0,3.2,48.45,-3.0,55.27822229,64,1044,3.2,36.7,0.4,58.46697066
314,67.0,998.0,6.1,45.25,3.1,54.1483805,174.0,22.0,6.9,46.69,6.2,17.36067435,74.0,968.0,3.1,46.65,-2.7,54.05798143,62,1046,3.3,38.27,0.6,57.15298053
315,65.0,987.0,6.1,45.25,3.1,51.05150605,181.0,38.0,6.6,47.34,6.0,18.76833785,87.0,860.0,3.0,45.97,-2.5,47.95758298,61,1040,3.1,38.27,0.6,54.24371551
316,61.0,970.0,6.0,46.5,3.0,46.54701255,162.0,41.0,6.4,48.89,5.9,16.98536442,78.0,855.0,2.8,44.86,-2.4,43.92196511,59,1023,3.0,40.09,0.7,49.73899243
317,64.0,866.0,5.5,47.9,2.6,38.57037553,105.0,10.0,6.0,50.61,5.4,10.22881158,69.0,851.0,2.6,45.19,-2.5,39.04178967,56,998,2.6,40.97,0.4,43.82676613
318,67.0,745.0,4.9,50.05,2.2,30.21828593,80.0,271.0,5.6,53.09,4.9,16.32865133,95.0,621.0,2.3,46.41,-2.7,29.28140661,50,963,2.2,43.44,0.2,36.69443945
319,57.0,680.0,3.9,54.53,1.0,22.80478361,68.0,271.0,5.2,56.54,4.0,13.41965654,83.0,511.0,1.8,49.62,-3.6,21.30431103,46,909,1.5,47.75,-1.1,28.71779768
320,53.0,505.0,2.9,57.72,-0.3,14.3587726,40.0,0.0,4.7,58.55,3.1,3.75378721,64.0,399.0,1.3,48.11,-4.5,13.70246773,42,802,0.8,50.27,-2.4,19.70857409
321,38.0,313.0,2.9,57.72,-0.3,6.944765832000001,24.0,13.0,4.7,58.55,3.1,2.439961686,43.0,245.0,1.3,48.11,-4.5,6.851233864,34,581,0.8,50.27,-2.4,10.1358381
322,13.0,76.0,1.9,63.45,-3.1,1.407766121,8.0,0.0,4.5,61.55,1.4,0.750771469,15.0,62.0,0.3,53.24,-6.7,1.595531391,17,178,0.5,51.92,-5.2,2.252477776
323,0.0,0.0,1.8,65.86,-3.6,0.0,0.0,0.0,4.7,61.99,1.3,0.0,0.0,0.0,0.5,56.63,-7.5,0.0,0,0,0.6,55.18,-6.0,0.0
324,0.0,0.0,1.6,64.67,-4.0,0.0,0.0,0.0,4.9,59.68,1.1,0.0,0.0,0.0,0.7,56.63,-8.2,0.0,0,0,0.8,54.72,-6.8,0.0
325,0.0,0.0,1.7,66.14,-4.3,0.0,0.0,0.0,5.0,59.68,1.1,0.0,0.0,0.0,1.1,59.73,-8.9,0.0,0,0,1.0,57.83,-7.5,0.0
326,0.0,0.0,1.7,64.32,-4.5,0.0,0.0,0.0,5.2,58.12,1.0,0.0,0.0,0.0,1.5,57.97,-9.6,0.0,0,0,1.3,56.91,-8.2,0.0
327,0.0,0.0,2.0,64.8,-4.6,0.0,0.0,0.0,5.2,58.19,1.0,0.0,0.0,0.0,1.8,60.3,-10.1,0.0,0,0,1.6,58.71,-8.6,0.0
328,0.0,0.0,2.2,62.61,-4.6,0.0,0.0,0.0,5.2,57.41,1.0,0.0,0.0,0.0,2.1,58.11,-10.6,0.0,0,0,2.0,56.62,-8.9,0.0
329,0.0,0.0,2.7,61.68,-4.4,0.0,0.0,0.0,5.0,57.83,0.9,0.0,0.0,0.0,2.3,59.51,-10.9,0.0,0,0,2.2,57.96,-9.2,0.0
330,0.0,0.0,3.2,60.2,-4.3,0.0,0.0,0.0,4.8,58.51,0.7,0.0,0.0,0.0,2.5,57.26,-11.3,0.0,0,0,2.5,56.03,-9.4,0.0
331,0.0,0.0,3.5,58.86,-4.0,0.0,0.0,0.0,4.5,59.36,0.5,0.0,0.0,0.0,2.7,58.11,-11.5,0.0,0,0,2.6,56.92,-9.6,0.0
332,0.0,0.0,3.9,58.5,-3.8,0.0,0.0,0.0,4.2,59.94,0.3,0.0,0.0,0.0,2.9,55.67,-11.8,0.0,0,0,2.7,53.97,-9.7,0.0
333,0.0,0.0,4.1,57.56,-3.6,0.0,0.0,0.0,3.8,61.71,-0.1,0.0,0.0,0.0,3.0,56.12,-11.9,0.0,0,0,2.7,53.97,-9.7,0.0
334,0.0,0.0,4.4,58.05,-3.4,0.0,0.0,0.0,3.4,63.01,-0.4,0.0,0.0,0.0,3.0,53.7,-12.0,0.0,0,0,2.8,51.83,-9.8,0.0
335,0.0,0.0,4.5,57.62,-3.3,0.0,0.0,0.0,3.2,64.87,-0.8,0.0,0.0,0.0,3.0,53.7,-12.0,0.0,0,0,2.8,51.42,-9.7,0.0
288,0.0,0.0,1.2,36.4,16.6,0.0,0.0,0.0,0.6,56.85,15.1,0.0,0.0,0.0,2.6,29.2,15.2,0.0,0,0,2.2,26.34,15.9,0.0
289,0.0,0.0,1.4,37.82,16.0,0.0,0.0,0.0,0.6,58.7,14.6,0.0,0.0,0.0,2.5,29.76,14.9,0.0,0,0,2.1,27.02,15.5,0.0
290,0.0,0.0,1.5,36.02,15.5,0.0,0.0,0.0,0.6,57.48,14.2,0.0,0.0,0.0,2.5,28.48,14.6,0.0,0,0,2.0,25.21,15.1,0.0
291,0.0,0.0,1.6,37.19,15.0,0.0,0.0,0.0,0.8,58.99,13.8,0.0,0.0,0.0,2.4,29.22,14.2,0.0,0,0,2.0,26.03,14.6,0.0
292,0.0,0.0,1.7,34.98,14.5,0.0,0.0,0.0,1.0,57.01,13.5,0.0,0.0,0.0,2.3,28.35,13.8,0.0,0,0,1.9,25.36,14.1,0.0
293,0.0,0.0,1.9,35.9,14.1,0.0,0.0,0.0,1.3,58.2,13.2,0.0,0.0,0.0,2.2,28.9,13.5,0.0,0,0,2.0,26.2,13.6,0.0
294,0.0,0.0,2.1,33.43,13.8,0.0,0.0,0.0,1.7,53.62,13.0,0.0,0.0,0.0,2.1,28.66,13.1,0.0,0,0,2.0,25.87,13.2,0.0
295,0.0,0.0,2.2,33.87,13.6,0.0,0.0,0.0,2.1,53.97,12.9,0.0,0.0,0.0,2.0,29.04,12.9,0.0,0,0,2.1,26.38,12.9,0.0
296,0.0,0.0,2.4,31.85,13.4,0.0,0.0,0.0,2.5,46.27,12.8,0.0,0.0,0.0,2.0,29.27,12.7,0.0,0,0,2.2,26.3,12.6,0.0
297,2.0,13.0,2.5,29.47,14.6,0.187665639,3.0,27.0,3.3,42.25,14.2,0.1876664639999999,3.0,23.0,2.0,26.9,14.0,0.1876668769999999,3,25,2.6,24.01,14.0,0.1876668769999999
298,24.0,250.0,2.7,27.38,15.8,3.847094853,24.0,349.0,4.0,32.99,15.5,4.410098886,25.0,309.0,2.0,26.75,15.4,4.316271738999999,25,336,3.0,22.56,15.4,4.503935728
299,42.0,486.0,3.0,23.97,17.9,11.07187107,37.0,563.0,4.3,29.43,17.3,11.72875434,41.0,535.0,2.6,22.83,17.9,11.72867699,39,566,3.3,19.77,17.5,12.01021804
300,53.0,656.0,3.3,20.23,20.0,20.266686,57.0,562.0,4.6,24.37,19.0,18.48417143,51.0,672.0,3.1,17.82,20.5,20.54805481,48,704,3.7,17.31,19.6,21.01739641
301,61.0,748.0,3.1,18.11,21.8,29.64882435,70.0,645.0,4.5,21.02,21.4,27.20948376,60.0,763.0,2.8,15.58,22.7,30.11765336,56,792,3.3,15.03,21.9,30.68086996
302,68.0,812.0,2.8,15.78,23.7,39.31201881,87.0,722.0,4.4,15.52,23.8,37.43550898,67.0,826.0,2.4,12.48,24.9,39.78061122,62,854,2.9,12.54,24.2,40.53150067
