,Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET,SEASON
13785,287,4,30,0,0,1.9,50.48,7,0.0,2.0
13786,287,5,0,0,0,1.7,50.92,7,0.0,2.0
13787,287,5,30,0,0,1.6,50.95,7,0.0,2.0
13788,287,6,0,0,0,1.5,51.67,7,0.0,2.0
13789,287,6,30,16,325,2.0,45.04,8,3.0028680480000003,2.0
13790,287,7,0,33,585,2.6,43.12,10,11.07283252,2.0
13791,287,7,30,43,725,3.3,40.35,11,20.17485446,2.0
13792,287,8,0,51,808,4.0,37.91,13,29.37018899,2.0
13793,287,8,30,57,864,4.2,35.5,14,38.00254249,2.0
13794,287,9,0,62,900,4.4,35.47,15,45.88404696,2.0
13795,287,9,30,66,928,4.4,35.47,15,52.73381266,2.0
13796,287,10,0,69,946,4.4,34.4,16,58.45694694,2.0
13797,287,10,30,71,960,4.3,34.4,16,62.86702159,2.0
13798,287,11,0,158,760,4.3,32.86,17,61.17738437,2.0
13799,287,11,30,79,960,4.1,32.85,17,67.18252639,2.0
13800,287,12,0,80,958,4.0,31.07,17,67.18252639,2.0
13801,287,12,30,79,953,3.9,31.07,17,65.77507123,2.0
13802,287,13,0,79,941,3.8,31.18,18,62.77181023,2.0
13803,287,13,30,77,925,3.7,31.18,18,58.36183253,2.0
13804,287,14,0,72,910,3.7,31.29,18,52.82590308,2.0
13805,287,14,30,68,879,3.6,33.36,17,45.88303828,2.0
13806,287,15,0,65,829,3.6,33.76,17,37.90745903,2.0
13807,287,15,30,58,769,3.5,36.01,16,29.36922053,2.0
13808,287,16,0,51,669,3.4,39.48,15,20.17396748,2.0
13809,287,16,30,39,526,2.6,45.03,13,11.16630189,2.0
13810,287,17,0,20,267,1.8,51.47,12,3.284242535,2.0
13811,287,17,30,0,0,1.6,55.06,11,0.0,2.0
13812,287,18,0,0,0,1.5,59.31,10,0.0,2.0
13813,287,18,30,0,0,1.5,63.52,9,0.0,2.0
13814,287,19,0,0,0,1.5,63.14,9,0.0,2.0
13815,287,19,30,0,0,1.4,67.64,8,0.0,2.0
13816,287,20,0,0,0,1.4,67.37,8,0.0,2.0
13817,287,20,30,0,0,1.5,72.21,7,0.0,2.0
13818,287,21,0,0,0,1.6,71.95,7,0.0,2.0
13819,287,21,30,0,0,1.7,77.15,6,0.0,2.0
13820,287,22,0,0,0,1.9,76.76,6,0.0,2.0
13821,287,22,30,0,0,2.2,76.76,6,0.0,2.0
13822,287,23,0,0,0,2.6,75.6,6,0.0,2.0
13823,287,23,30,0,0,3.0,75.6,6,0.0,2.0
13824,288,0,0,0,0,3.5,72.43,6,0.0,2.0
13825,288,0,30,0,0,4.3,72.42,6,0.0,2.0
13826,288,1,0,0,0,5.1,67.21,6,0.0,2.0
13827,288,1,30,0,0,4.9,72.09,5,0.0,2.0
13828,288,2,0,0,0,4.8,69.36,5,0.0,2.0
13829,288,2,30,0,0,4.6,69.34,4,0.0,2.0
13830,288,3,0,0,0,4.6,68.39,4,0.0,2.0
13831,288,3,30,0,0,4.5,73.4,4,0.0,2.0
13832,288,4,0,0,0,4.4,73.44,4,0.0,2.0
13833,288,4,30,0,0,4.4,73.41,4,0.0,2.0
13834,288,5,0,0,0,4.4,74.07,4,0.0,2.0
13835,288,5,30,0,0,4.5,74.05,4,0.0,2.0
13836,288,6,0,0,0,4.6,74.96,4,0.0,2.0
13837,288,6,30,16,258,4.7,69.83,5,2.627596178,2.0
13838,288,7,0,35,524,4.9,61.96,7,10.22863171,2.0
13839,288,7,30,47,673,5.0,53.97,9,19.236912,2.0
13840,288,8,0,56,765,5.2,45.45,11,28.24479624,2.0
13841,288,8,30,63,827,5.0,39.8,13,36.87694656,2.0
13842,288,9,0,68,870,4.8,35.52,16,44.75756611,2.0
13843,288,9,30,72,901,4.0,33.29,17,51.60668927,2.0
13844,288,10,0,76,921,3.2,29.51,19,57.32907992,2.0
13845,288,10,30,78,936,2.0,27.7,20,61.7383305,2.0
13846,288,11,0,77,950,0.9,25.7,21,64.74009085,2.0
13847,288,11,30,78,954,1.0,24.15,21,66.33513657,2.0
13848,288,12,0,78,953,1.2,22.46,22,66.33440739,2.0
13849,288,12,30,78,948,1.8,22.45,22,64.83320439,2.0
13850,288,13,0,77,936,2.5,22.24,23,61.83011872,2.0
13851,288,13,30,75,921,2.7,22.24,22,57.51483978,2.0
13852,288,14,0,70,903,3.0,22.03,22,51.88532855,2.0
13853,288,14,30,67,873,3.0,23.42,21,45.13041116,2.0
13854,288,15,0,65,818,3.1,23.45,21,37.15518258,2.0
13855,288,15,30,58,757,2.8,26.56,20,28.61731125,2.0
13856,288,16,0,77,381,2.5,30.79,19,15.85697955,2.0
13857,288,16,30,41,417,1.8,37.31,16,9.570800301,2.0
13858,288,17,0,28,0,1.1,48.61,14,2.627336271,2.0
13859,288,17,30,0,0,1.1,51.93,13,0.0,2.0
13860,288,18,0,0,0,1.1,50.08,13,0.0,2.0
13861,288,18,30,0,0,1.3,53.53,12,0.0,2.0
13862,288,19,0,0,0,1.5,51.52,11,0.0,2.0
13863,288,19,30,0,0,1.4,55.09,10,0.0,2.0
13864,288,20,0,0,0,1.4,57.95,10,0.0,2.0
13865,288,20,30,0,0,1.3,57.94,10,0.0,2.0
13866,288,21,0,0,0,1.3,57.29,10,0.0,2.0
13867,288,21,30,0,0,1.2,61.32,9,0.0,2.0
13868,288,22,0,0,0,1.2,60.9,9,0.0,2.0
13869,288,22,30,0,0,1.2,60.89,9,0.0,2.0
13870,288,23,0,0,0,1.3,60.93,9,0.0,2.0
13871,288,23,30,0,0,1.3,65.27,8,0.0,2.0
13872,289,0,0,0,0,1.4,65.77,8,0.0,2.0
13873,289,0,30,0,0,1.4,65.77,8,0.0,2.0
13874,289,1,0,0,0,1.4,66.82,8,0.0,2.0
13875,289,1,30,0,0,1.3,66.81,8,0.0,2.0
13876,289,2,0,0,0,1.3,68.11,8,0.0,2.0
13877,289,2,30,0,0,1.3,68.1,8,0.0,2.0
13878,289,3,0,0,0,1.3,64.53,8,0.0,2.0
13879,289,3,30,0,0,1.2,64.53,8,0.0,2.0
13880,289,4,0,0,0,1.2,64.96,9,0.0,2.0
13881,289,4,30,0,0,1.1,64.97,9,0.0,2.0
13882,289,5,0,0,0,1.1,60.76,10,0.0,2.0
13883,289,5,30,0,0,1.0,60.76,10,0.0,2.0
13884,289,6,0,0,0,1.0,56.77,10,0.0,2.0
13885,289,6,30,16,190,0.9,56.78,11,2.252076777,2.0
13886,289,7,0,39,452,0.8,58.6,12,9.477385601,2.0
13887,289,7,30,54,608,1.2,51.33,13,18.20388711,2.0
13888,289,8,0,64,713,1.7,42.06,15,27.21139799,2.0
13889,289,8,30,72,780,2.1,39.43,16,35.65592269,2.0
13890,289,9,0,77,832,2.5,31.31,18,43.53680112,2.0
13891,289,9,30,82,866,2.8,29.39,19,50.3857871,2.0
13892,289,10,0,84,892,3.1,26.17,21,56.10807874,2.0
13893,289,10,30,87,908,3.2,26.16,21,60.51791101,2.0
13894,289,11,0,87,920,3.4,23.89,22,63.51965177,2.0
13895,289,11,30,88,924,3.6,23.88,22,65.02085476,2.0
13896,289,12,0,89,921,3.9,22.11,23,64.92631587,2.0
13897,289,12,30,89,916,4.0,22.1,23,63.51895353,2.0
13898,289,13,0,88,902,4.2,22.02,23,60.42275638,2.0
13899,289,13,30,85,886,4.3,22.01,23,56.10684521,2.0
13900,289,14,0,81,863,4.4,22.14,23,50.47739586,2.0
13901,289,14,30,77,830,4.4,23.54,22,43.72253726,2.0
13902,289,15,0,69,791,4.4,23.93,22,36.12269709,2.0
13903,289,15,30,62,727,4.1,25.46,21,27.67873449,2.0
13904,289,16,0,91,172,3.8,28.72,20,12.385197,2.0
13905,289,16,30,52,89,3.2,32.59,18,6.098905329,2.0
13906,289,17,0,17,0,2.7,40.97,16,1.5951333840000002,2.0
13907,289,17,30,0,0,2.9,43.73,15,0.0,2.0
13908,289,18,0,0,0,3.2,47.07,14,0.0,2.0
13909,289,18,30,0,0,3.3,50.28,13,0.0,2.0
13910,289,19,0,0,0,3.4,50.67,12,0.0,2.0
13911,289,19,30,0,0,3.3,54.15,12,0.0,2.0
13912,289,20,0,0,0,3.2,54.14,12,0.0,2.0
13913,289,20,30,0,0,2.9,57.9,11,0.0,2.0
13914,289,21,0,0,0,2.7,57.54,11,0.0,2.0
13915,289,21,30,0,0,2.5,57.54,11,0.0,2.0
13916,289,22,0,0,0,2.3,57.35,11,0.0,2.0
13917,289,22,30,0,0,2.2,57.34,10,0.0,2.0
13918,289,23,0,0,0,2.2,58.05,10,0.0,2.0
13919,289,23,30,0,0,2.2,62.11,10,0.0,2.0
13920,290,0,0,0,0,2.2,64.8,10,0.0,2.0
13921,290,0,30,0,0,2.2,64.8,10,0.0,2.0
13922,290,1,0,0,0,2.3,69.35,10,0.0,2.0
13923,290,1,30,0,0,2.3,69.34,9,0.0,2.0
13924,290,2,0,0,0,2.3,74.47,9,0.0,2.0
13925,290,2,30,0,0,2.2,79.71,9,0.0,2.0
13926,290,3,0,0,0,2.1,82.9,9,0.0,2.0
13927,290,3,30,0,0,2.0,82.9,9,0.0,2.0
13928,290,4,0,0,0,2.0,83.62,9,0.0,2.0
13929,290,4,30,0,0,2.0,83.62,9,0.0,2.0
13930,290,5,0,0,0,2.0,82.87,9,0.0,2.0
13931,290,5,30,0,0,2.0,82.88,9,0.0,2.0
13932,290,6,0,0,0,2.1,82.6,9,0.0,2.0
13933,290,6,30,1,0,2.4,77.17,10,0.093837564,2.0
13934,290,7,0,8,0,2.8,69.18,11,0.750692259,2.0
13935,290,7,30,15,0,2.9,64.73,12,1.407532515,2.0
13936,290,8,0,130,118,3.0,57.84,14,15.67018419,2.0
13937,290,8,30,156,40,2.5,54.2,16,16.13899659,2.0
13938,290,9,0,181,395,2.0,45.45,18,34.06004053,2.0
13939,290,9,30,227,332,1.5,42.64,19,37.53131255,2.0
13940,290,10,0,241,400,1.1,37.89,20,44.0988075,2.0
13941,290,10,30,228,497,1.0,37.87,20,49.916097,2.0
13942,290,11,0,204,631,0.9,34.8,21,56.85868849,2.0
13943,290,11,30,81,928,1.0,34.78,21,64.08330732,2.0
13944,290,12,0,82,925,1.2,32.44,22,64.08260289,2.0
13945,290,12,30,254,463,1.2,32.42,22,51.5100278,2.0
13946,290,13,0,298,232,1.4,32.25,22,41.28308239,2.0
13947,290,13,30,43,0,1.3,32.25,21,4.034527401,2.0
13948,290,14,0,60,0,1.3,32.19,21,5.629573118,2.0
13949,290,14,30,213,143,1.2,34.25,21,26.177515,2.0
13950,290,15,0,121,0,1.1,34.36,21,11.35297245,2.0
13951,290,15,30,13,0,0.8,36.57,20,1.21975425,2.0
13952,290,16,0,55,551,0.5,41.1,19,17.07674721,2.0
13953,290,16,30,40,382,0.4,46.64,18,8.632296773,2.0
13954,290,17,0,23,0,0.3,49.69,17,2.158097915,2.0
13955,290,17,30,0,0,0.3,53.01,16,0.0,2.0
13956,290,18,0,0,0,0.4,54.56,15,0.0,2.0
13957,290,18,30,0,0,0.6,58.25,14,0.0,2.0
13958,290,19,0,0,0,0.9,57.52,14,0.0,2.0
13959,290,19,30,0,0,1.0,61.43,13,0.0,2.0
13960,290,20,0,0,0,1.2,64.67,12,0.0,2.0
13961,290,20,30,0,0,1.3,69.15,11,0.0,2.0
13962,290,21,0,0,0,1.5,68.25,11,0.0,2.0
13963,290,21,30,0,0,1.6,68.24,10,0.0,2.0
13964,290,22,0,0,0,1.7,67.9,10,0.0,2.0
13965,290,22,30,0,0,1.8,72.63,10,0.0,2.0
13966,290,23,0,0,0,1.9,72.99,10,0.0,2.0
13967,290,23,30,0,0,2.0,72.99,10,0.0,2.0
13968,291,0,0,0,0,2.1,73.94,10,0.0,2.0
13969,291,0,30,0,0,2.0,73.93,10,0.0,2.0
13970,291,1,0,0,0,1.9,75.04,10,0.0,2.0
13971,291,1,30,0,0,1.8,75.02,10,0.0,2.0
13972,291,2,0,0,0,1.7,75.14,10,0.0,2.0
13973,291,2,30,0,0,1.5,75.12,10,0.0,2.0
13974,291,3,0,0,0,1.3,74.15,10,0.0,2.0
13975,291,3,30,0,0,1.3,74.14,10,0.0,2.0
13976,291,4,0,0,0,1.3,73.66,10,0.0,2.0
13977,291,4,30,0,0,1.4,73.66,10,0.0,2.0
13978,291,5,0,0,0,1.6,74.41,10,0.0,2.0
13979,291,5,30,0,0,1.6,74.41,10,0.0,2.0
13980,291,6,0,0,0,1.7,77.05,10,0.0,2.0
13981,291,6,30,10,0,2.1,72.02,10,0.938375638,2.0
13982,291,7,0,46,24,2.5,70.95,11,4.597990086,2.0
13983,291,7,30,85,53,2.8,66.39,12,9.102043597,2.0
13984,291,8,0,128,170,3.2,62.82,14,16.89001889,2.0
13985,291,8,30,169,165,3.3,58.84,15,21.8629508,2.0
13986,291,9,0,190,46,3.5,51.64,16,19.79842023,2.0
13987,291,9,30,217,43,3.6,48.41,16,22.42569874,2.0
13988,291,10,0,274,158,3.7,42.46,17,34.15424526,2.0
13989,291,10,30,297,135,3.5,42.44,18,35.56130953,2.0
13990,291,11,0,258,32,3.4,38.47,19,26.08426222,2.0
13991,291,11,30,219,16,3.1,38.45,19,21.48667643,2.0
13992,291,12,0,319,115,2.9,35.31,20,36.87410925,2.0
13993,291,12,30,313,217,2.7,35.29,20,42.2222625,2.0
13994,291,13,0,298,202,2.5,32.47,20,39.50127225,2.0
13995,291,13,30,260,71,2.2,32.46,20,28.148175,2.0
13996,291,14,0,245,191,2.0,31.61,21,32.27621921,2.0
13997,291,14,30,191,337,1.7,33.64,20,32.4642285,2.0
13998,291,15,0,168,216,1.5,32.74,20,23.644467,2.0
13999,291,15,30,124,249,1.1,34.88,19,18.85948456,2.0
14000,291,16,0,22,0,0.7,37.62,18,2.064244881,2.0
14001,291,16,30,11,0,0.6,45.59,16,1.032145131,2.0
14002,291,17,0,2,0,0.5,53.58,14,0.1876668769999999,2.0
14003,291,17,30,0,0,0.6,57.25,13,0.0,2.0
14004,291,18,0,0,0,0.8,58.65,12,0.0,2.0
14005,291,18,30,0,0,0.9,62.73,11,0.0,2.0
14006,291,19,0,0,0,1.1,62.13,11,0.0,2.0
14007,291,19,30,0,0,1.1,66.49,10,0.0,2.0
14008,291,20,0,0,0,1.2,65.02,9,0.0,2.0
14009,291,20,30,0,0,1.2,69.6,9,0.0,2.0
14010,291,21,0,0,0,1.3,67.4,9,0.0,2.0
14011,291,21,30,0,0,1.3,72.19,8,0.0,2.0
14012,291,22,0,0,0,1.4,69.06,8,0.0,2.0
14013,291,22,30,0,0,1.4,69.06,7,0.0,2.0
14014,291,23,0,0,0,1.4,66.15,7,0.0,2.0
14015,291,23,30,0,0,1.4,70.88,7,0.0,2.0
14016,292,0,0,0,0,1.4,68.81,7,0.0,2.0
14017,292,0,30,0,0,1.4,68.8,7,0.0,2.0
14018,292,1,0,0,0,1.4,67.75,7,0.0,2.0
14019,292,1,30,0,0,1.3,67.74,7,0.0,2.0
14020,292,2,0,0,0,1.3,63.06,7,0.0,2.0
14021,292,2,30,0,0,1.3,63.05,7,0.0,2.0
14022,292,3,0,0,0,1.3,63.08,7,0.0,2.0
14023,292,3,30,0,0,1.3,63.08,7,0.0,2.0
14024,292,4,0,0,0,1.3,63.29,7,0.0,2.0
14025,292,4,30,0,0,1.2,63.3,7,0.0,2.0
14026,292,5,0,0,0,1.2,63.76,8,0.0,2.0
14027,292,5,30,0,0,1.2,63.76,8,0.0,2.0
14028,292,6,0,0,0,1.2,64.38,8,0.0,2.0
14029,292,6,30,10,0,1.1,60.13,9,0.938385951,2.0
14030,292,7,0,46,39,1.1,62.51,10,4.785715751000001,2.0
14031,292,7,30,85,73,1.1,54.64,12,9.477385601,2.0
14032,292,8,0,57,0,1.2,47.97,14,5.34850598,2.0
14033,292,8,30,82,0,0.9,44.93,15,7.694257363999999,2.0
14034,292,9,0,165,18,0.6,45.42,16,16.32665934,2.0
14035,292,9,30,238,229,0.7,42.57,16,33.40396968,2.0
14036,292,10,0,271,145,0.8,39.93,17,33.12211148,2.0
14037,292,10,30,295,159,0.9,39.92,17,36.68766455,2.0
14038,292,11,0,310,130,1.0,39.0,18,36.68726129,2.0
14039,292,11,30,318,132,1.3,38.98,18,37.81321304,2.0
14040,292,12,0,264,440,1.7,35.73,19,51.23024163,2.0
14041,292,12,30,190,659,1.8,35.72,19,56.67228195,2.0
14042,292,13,0,197,598,2.0,35.43,19,52.26235273,2.0
14043,292,13,30,209,489,2.1,37.75,18,45.41338737,2.0
14044,292,14,0,233,277,2.2,38.67,18,35.18599228,2.0
14045,292,14,30,129,0,2.2,41.23,17,12.10411439,2.0
14046,292,15,0,65,0,2.2,44.48,16,6.099039407999999,2.0
14047,292,15,30,67,0,2.0,47.44,15,6.286771261,2.0
14048,292,16,0,78,286,1.8,58.81,15,13.23036937,2.0
14049,292,16,30,48,170,1.8,62.8,14,6.568340677999999,2.0
14050,292,17,0,14,0,1.9,71.91,13,1.313682575,2.0
14051,292,17,30,0,0,1.9,76.87,12,0.0,2.0
14052,292,18,0,0,0,2.0,86.91,11,0.0,2.0
14053,292,18,30,0,0,1.7,86.96,10,0.0,2.0
14054,292,19,0,0,0,1.5,90.6,10,0.0,2.0
14055,292,19,30,0,0,2.0,90.62,10,0.0,2.0
14056,292,20,0,0,0,2.5,93.16,10,0.0,2.0
14057,292,20,30,0,0,3.0,99.69,10,0.0,2.0
14058,292,21,0,0,0,3.6,98.36,10,0.0,2.0
14059,292,21,30,0,0,3.9,100.0,9,0.0,2.0
14060,292,22,0,0,0,4.3,99.76,9,0.0,2.0
14061,292,22,30,0,0,4.1,100.0,8,0.0,2.0
14062,292,23,0,0,0,4.1,99.03,8,0.0,2.0
14063,292,23,30,0,0,4.0,100.0,7,0.0,2.0
14064,293,0,0,0,0,4.0,100.0,7,0.0,2.0
14065,293,0,30,0,0,4.0,100.0,6,0.0,2.0
14066,293,1,0,0,0,4.0,100.0,6,0.0,2.0
14067,293,1,30,0,0,4.0,100.0,6,0.0,2.0
14068,293,2,0,0,0,4.1,100.0,6,0.0,2.0
14069,293,2,30,0,0,3.9,100.0,6,0.0,2.0
14070,293,3,0,0,0,3.8,99.66,6,0.0,2.0
14071,293,3,30,0,0,3.6,100.0,5,0.0,2.0
14072,293,4,0,0,0,3.5,100.0,5,0.0,2.0
14073,293,4,30,0,0,3.5,100.0,4,0.0,2.0
14074,293,5,0,0,0,3.6,99.91,4,0.0,2.0
14075,293,5,30,0,0,3.6,100.0,4,0.0,2.0
14076,293,6,0,0,0,3.6,100.0,4,0.0,2.0
14077,293,6,30,1,0,3.4,100.0,4,0.0938437519999999,2.0
14078,293,7,0,6,0,3.3,100.0,4,0.563062512,2.0
14079,293,7,30,13,0,3.2,100.0,4,1.219968776,2.0
14080,293,8,0,116,35,3.1,100.0,4,11.82431275,2.0
14081,293,8,30,128,6,3.0,100.0,4,12.19968776,2.0
14082,293,9,0,61,0,2.9,96.57,5,5.724405957999999,2.0
14083,293,9,30,78,0,2.9,96.56,5,7.319732209,2.0
14084,293,10,0,213,24,2.9,90.88,6,21.30206346,2.0
14085,293,10,30,221,21,2.7,90.87,6,21.95895528,2.0
14086,293,11,0,197,12,2.6,85.02,7,19.23733486,2.0
14087,293,11,30,124,1,2.4,84.98,7,11.73008223,2.0
14088,293,12,0,196,11,2.3,85.24,7,19.04965355,2.0
14089,293,12,30,130,2,2.2,85.2,7,12.29312618,2.0
14090,293,13,0,107,0,2.2,79.72,7,10.04095039,2.0
14091,293,13,30,163,6,2.3,79.69,7,15.67138987,2.0
14092,293,14,0,99,0,2.4,75.02,8,9.290123024,2.0
14093,293,14,30,142,4,2.4,80.36,8,13.51290622,2.0
14094,293,15,0,50,0,2.5,80.13,8,4.691981325,2.0
14095,293,15,30,13,0,2.2,85.87,7,1.219928552,2.0
14096,293,16,0,28,0,1.9,86.2,7,2.627538421,2.0
14097,293,16,30,38,407,1.6,92.44,6,8.351910343,2.0
14098,293,17,0,17,0,1.3,94.64,6,1.595308717,2.0
14099,293,17,30,0,0,1.2,100.0,5,0.0,2.0
14100,293,18,0,0,0,1.2,100.0,5,0.0,2.0
14101,293,18,30,0,0,1.2,100.0,5,0.0,2.0
14102,293,19,0,0,0,1.2,100.0,5,0.0,2.0
14103,293,19,30,0,0,0.9,100.0,5,0.0,2.0
14104,293,20,0,0,0,0.7,100.0,5,0.0,2.0
14105,293,20,30,0,0,0.6,100.0,4,0.0,2.0
14106,293,21,0,0,0,0.6,100.0,4,0.0,2.0
14107,293,21,30,0,0,0.6,100.0,4,0.0,2.0
14108,293,22,0,0,0,0.6,100.0,4,0.0,2.0
14109,293,22,30,0,0,0.5,100.0,4,0.0,2.0
14110,293,23,0,0,0,0.4,100.0,4,0.0,2.0
14111,293,23,30,0,0,0.3,100.0,4,0.0,2.0
14112,294,0,0,0,0,0.2,100.0,4,0.0,2.0
14113,294,0,30,0,0,0.2,100.0,4,0.0,2.0
14114,294,1,0,0,0,0.3,96.14,4,0.0,2.0
14115,294,1,30,0,0,0.3,96.13,4,0.0,2.0
14116,294,2,0,0,0,0.3,96.75,4,0.0,2.0
14117,294,2,30,0,0,0.3,96.74,4,0.0,2.0
14118,294,3,0,0,0,0.3,98.12,4,0.0,2.0
14119,294,3,30,0,0,0.3,98.11,4,0.0,2.0
14120,294,4,0,0,0,0.4,99.88,4,0.0,2.0
14121,294,4,30,0,0,0.6,99.84,4,0.0,2.0
14122,294,5,0,0,0,0.8,100.0,4,0.0,2.0
14123,294,5,30,0,0,1.1,100.0,4,0.0,2.0
14124,294,6,0,0,0,1.4,100.0,4,0.0,2.0
14125,294,6,30,1,0,1.4,100.0,4,0.0938437519999999,2.0
14126,294,7,0,5,0,1.5,100.0,4,0.46921876,2.0
14127,294,7,30,11,0,1.6,100.0,4,1.032281272,2.0
14128,294,8,0,16,0,1.8,99.58,4,1.5015000319999998,2.0
14129,294,8,30,81,0,2.1,99.54,4,7.601343912000001,2.0
14130,294,9,0,17,0,2.4,99.18,4,1.595343784,2.0
14131,294,9,30,26,0,2.3,99.14,4,2.439937552,2.0
14132,294,10,0,113,0,2.2,94.44,5,10.60422743,2.0
14133,294,10,30,40,0,2.0,87.98,6,3.75366757,2.0
14134,294,11,0,52,0,1.8,84.04,7,4.87971421,2.0
14135,294,11,30,160,7,1.9,83.97,7,15.38986789,2.0
14136,294,12,0,235,21,2.0,78.55,8,23.27222737,2.0
14137,294,12,30,213,16,2.0,73.27,9,20.92600671,2.0
14138,294,13,0,203,16,2.0,68.33,10,19.98740108,2.0
14139,294,13,30,215,25,1.6,68.3,10,21.4888021,2.0
14140,294,14,0,177,14,1.2,62.38,10,17.26611173,2.0
14141,294,14,30,172,27,1.0,66.72,10,17.26611173,2.0
14142,294,15,0,110,0,0.9,65.94,10,10.32213201,2.0
14143,294,15,30,101,2,1.1,70.59,9,9.571536703,2.0
14144,294,16,0,74,5,1.3,74.66,8,7.037971988,2.0
14145,294,16,30,36,0,1.1,85.71,7,3.378263684,2.0
14146,294,17,0,6,0,0.9,94.87,6,0.563050136,2.0
14147,294,17,30,0,0,0.8,100.0,5,0.0,2.0
14148,294,18,0,0,0,0.7,100.0,5,0.0,2.0
14149,294,18,30,0,0,0.6,100.0,5,0.0,2.0
14150,294,19,0,0,0,0.6,100.0,5,0.0,2.0
14151,294,19,30,0,0,0.6,100.0,5,0.0,2.0
14152,294,20,0,0,0,0.6,99.11,5,0.0,2.0
14153,294,20,30,0,0,0.6,99.09,5,0.0,2.0
14154,294,21,0,0,0,0.6,97.2,5,0.0,2.0
14155,294,21,30,0,0,0.7,97.19,5,0.0,2.0
14156,294,22,0,0,0,0.8,95.31,5,0.0,2.0
14157,294,22,30,0,0,1.0,95.3,4,0.0,2.0
14158,294,23,0,0,0,1.2,92.1,4,0.0,2.0
14159,294,23,30,0,0,1.2,98.87,4,0.0,2.0
14160,295,0,0,0,0,1.4,95.47,4,0.0,2.0
14161,295,0,30,0,0,1.5,95.49,4,0.0,2.0
14162,295,1,0,0,0,1.6,92.36,4,0.0,2.0
14163,295,1,30,0,0,1.6,92.38,4,0.0,2.0
14164,295,2,0,0,0,1.7,91.22,4,0.0,2.0
14165,295,2,30,0,0,1.7,91.25,4,0.0,2.0
14166,295,3,0,0,0,1.7,90.97,4,0.0,2.0
14167,295,3,30,0,0,1.6,97.78,3,0.0,2.0
14168,295,4,0,0,0,1.6,95.74,3,0.0,2.0
14169,295,4,30,0,0,1.5,95.79,3,0.0,2.0
14170,295,5,0,0,0,1.5,92.42,3,0.0,2.0
14171,295,5,30,0,0,1.3,92.47,2,0.0,2.0
14172,295,6,0,0,0,1.2,89.66,2,0.0,2.0
14173,295,6,30,11,0,1.3,89.7,3,1.032292617,2.0
14174,295,7,0,39,249,1.5,89.96,4,6.381375136,2.0
14175,295,7,30,67,354,2.1,83.84,5,13.13798089,2.0
14176,295,8,0,103,380,2.8,79.57,6,20.0821215,2.0
14177,295,8,30,57,833,3.4,74.22,7,34.34568078,2.0
14178,295,9,0,195,235,4.0,67.3,8,28.05804832,2.0
14179,295,9,30,155,572,4.2,62.83,9,41.38282045,2.0
14180,295,10,0,254,276,4.4,56.22,10,38.09805088,2.0
14181,295,10,30,213,512,4.4,52.54,11,48.23197764,2.0
14182,295,11,0,208,584,4.4,47.42,12,53.11089357,2.0
14183,295,11,30,261,36,4.3,47.4,12,26.64928228,2.0
14184,295,12,0,219,17,4.2,43.53,13,21.48809354,2.0
14185,295,12,30,297,107,4.1,43.52,13,34.06191247,2.0
14186,295,13,0,260,361,4.1,43.56,13,44.28986966,2.0
14187,295,13,30,158,6,3.9,46.56,12,15.10751566,2.0
14188,295,14,0,92,0,3.8,47.28,12,8.632866092,2.0
14189,295,14,30,31,0,3.5,50.57,11,2.908932504,2.0
14190,295,15,0,28,0,3.3,51.76,11,2.627422907,2.0
14191,295,15,30,13,0,2.8,55.4,10,1.219888329,2.0
14192,295,16,0,12,0,2.4,59.72,9,1.126063142,2.0
14193,295,16,30,6,0,1.7,68.51,8,0.563037759,2.0
14194,295,17,0,0,0,1.0,76.65,7,0.0,2.0
14195,295,17,30,0,0,0.8,82.23,6,0.0,2.0
14196,295,18,0,0,0,0.6,81.62,6,0.0,2.0
14197,295,18,30,0,0,0.5,87.6,5,0.0,2.0
14198,295,19,0,0,0,0.4,85.06,5,0.0,2.0
14199,295,19,30,0,0,0.4,85.07,4,0.0,2.0
14200,295,20,0,0,0,0.4,82.14,4,0.0,2.0
14201,295,20,30,0,0,0.4,88.19,4,0.0,2.0
14202,295,21,0,0,0,0.5,86.24,4,0.0,2.0
14203,295,21,30,0,0,0.5,92.63,3,0.0,2.0
14204,295,22,0,0,0,0.6,90.16,3,0.0,2.0
14205,295,22,30,0,0,0.7,96.9,2,0.0,2.0
14206,295,23,0,0,0,0.8,92.97,2,0.0,2.0
14207,295,23,30,0,0,0.9,92.95,1,0.0,2.0
14208,296,0,0,0,0,1.0,90.04,1,0.0,2.0
14209,296,0,30,0,0,1.0,90.03,1,0.0,2.0
14210,296,1,0,0,0,1.1,87.88,1,0.0,2.0
14211,296,1,30,0,0,1.1,87.86,0,0.0,2.0
14212,296,2,0,0,0,1.2,86.4,0,0.0,2.0
14213,296,2,30,0,0,1.2,86.38,0,0.0,2.0
14214,296,3,0,0,0,1.2,92.42,0,0.0,2.0
14215,296,3,30,0,0,1.2,92.41,0,0.0,2.0
14216,296,4,0,0,0,1.3,92.01,0,0.0,2.0
14217,296,4,30,0,0,1.3,92.03,0,0.0,2.0
14218,296,5,0,0,0,1.4,90.87,0,0.0,2.0
14219,296,5,30,0,0,1.4,90.88,0,0.0,2.0
14220,296,6,0,0,0,1.5,89.06,0,0.0,2.0
